score,model,setup,experiment,pattern,task_id,prediction,ground_truth
4,gpt-oss-medium,C,E2,P1,exp2-P1-E5,"diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023.","Reference E.text: Primary excerpt: In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. Turning-point excerpt: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021. Note: P1-E1 and P1-E5 are entity-specific projections of the same turning-point source passage."
3,gpt-oss-medium,C,E2,P1,exp2-P1-E5,"In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023.","Reference E.text: Primary excerpt: In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. Turning-point excerpt: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021. Note: P1-E1 and P1-E5 are entity-specific projections of the same turning-point source passage."
1,gpt-oss-medium,C,E2,P1,exp2-P1-E6,Granted Pending 52 122 22 148 153 150 88 106 15 2012 2013 9 2014 2015 269 2020 2021 200 143 121 262 102 14 35 2016 2017 2018 2019,"Reference E.text: Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019."
3,gpt-oss-medium,C,E2,P1,exp2-P1-E6,"Figure 24. Patent families in ceramics based on first priority year, 2012–2021. Patent filings related to the use of titanium and titanium dioxide in ceramics have strongly increased since 2012. CAGR2014–2019 = +15% Granted Pending 52 122 22 148 153 150 88 106 15 2012 2013 9 2014 2015 269 2020 2021 200 143 121 262 102 14 35 2016 2017 2018 2019","Reference E.text: Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019."
3,gpt-oss-medium,C,E2,P1,exp2-P1-E6,"Figure 24. Patent families in ceramics based on first priority year, 2012–2021. Patent filings related to the use of titanium and titanium dioxide in ceramics have strongly increased since 2012. CAGR2014–2019 = +15% Granted Pending 52 122 22 148 153 150 88 106 15 2012 2013 9 2014 2015 269 2020 2021 200 143 121 262 102 14 35 2016 2017 2018 2019","Reference E.text: Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019."
1,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold1,"For a given domain, the pattern is identified when the yearly counts of distinct patent families form a monotonically non‑decreasing time series over a multi‑year horizon and the compound annual growth rate (CAGR) computed over any contiguous sub‑interval of length ≥ 3 years exceeds a notable threshold (e.g., > 15 %). Formally, let (y_i, c_i) be the year‑count pairs with y_{i+1}=y_i+1. The pattern holds if ∀i: c_{i+1} ≥ c_i and ∃(k,ℓ) with ℓ−k ≥ 2 such that CAGR_{k→ℓ}= (c_ℓ / c_k)^{1/(ℓ−k)} − 1 > τ, where τ is a domain‑specific high‑growth benchmark (observed in examples as ≈ 0.45 or 0.15).","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold1,"The pattern denotes a sustained, year‑over‑year increase in the number of distinct patent families, forming a monotonically non‑decreasing series, together with a pronounced growth spurts where the compound annual growth rate over any contiguous three‑year (or longer) window exceeds a high‑growth threshold (e.g., > 15 % or ≈ 45 %).","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold1,"For a time‑indexed metric f(t) (e.g., patent‑family count per year), the pattern is present when there exists a contiguous interval of years [t₀, t₁] (with t₁‑t₀ ≥ 2) such that the average annual growth rate (AAGR) over that interval, defined as AAGR = (f(t₁)/f(t₀))^(1/(t₁‑t₀)) ‑ 1, exceeds a high growth threshold (e.g., θ ≈ 30‑45%). In practice the pattern is described as a “sharp increase” or “surge” in the metric, often reported with a CAGR or average annual growth figure above this threshold.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
2,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold1,"A pronounced, sustained rise in the time‑indexed metric over at least three consecutive years, quantified by an average annual growth rate of roughly 30‑45 % (or higher), and typically described in the text as a “sharp increase”, “surge”, or similarly high‑growth trend.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold1,"A time‑series pattern of sustained upward growth in a metric (e.g., patent‑family count) over multiple years, characterized by a notable increase in the rate of growth (acceleration) at some point and often quantified by an average annual growth rate (CAGR) that is relatively high (e.g., double‑digit). The pattern is evidenced by successive yearly counts that rise sharply, sometimes after an inflection year, indicating a surge in activity.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold1,"A time‑series pattern in which patent‑family counts increase sharply and continuously over multiple years, exhibiting an accelerating growth phase (often after a distinct inflection year) and resulting in a high double‑digit average annual growth rate.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
4,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold2,"A time‑series pattern defined by the existence of a change‑point τ (a specific year) at which the annual growth rate of the series changes significantly. Formally, let f(y) be the count (e.g., distinct patent families) in year y. There must exist τ such that the slope of the best‑fit linear regression on { (y, f(y)) | y ≤ τ } (s₁) differs from the slope on { (y, f(y)) | y ≥ τ } (s₂) by more than a small tolerance ε (|s₂ − s₁| > ε). The sign of the slope may also reverse (s₁ > 0, s₂ < 0) or the magnitude may increase (|s₂| ≫ |s₁|), capturing a slowdown/peak or an acceleration/tremendous growth after τ.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
1,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold2,The temporal domain is the ordered set of years present in the tabular data; τ is selected from this set.,"Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold2,"For a time‑indexed series of yearly patent‑family counts \(\{(y_i, c_i)\}_{i=1}^n\), the pattern is defined by the existence of a pivot year \(y^*\) at which the discrete growth rate \(g_i = \frac{c_i - c_{i-1}}{c_{i-1}}\) undergoes a non‑trivial change in magnitude or sign. Formally, there exists \(y^*\) such that \(|g_{y^*} - g_{y^*-1}| > \tau\) for some domain‑appropriate relative‑change threshold \(\tau\) (e.g., >30%). This captures regime shifts including (a) a peak followed by decline (slow‑down), (b) a sustained acceleration (rapid growth), or (c) a consistent positive trend (steady growth).","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold2,"A series of yearly patent‑family counts shows a clear pivot year at which the relative growth rate changes markedly—e.g., a peak followed by decline, a sudden acceleration, or a sustained shift in trend.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
4,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold2,"Let (t_i, y_i)_{i=1..n} be a time‑ordered series of yearly counts (e.g., distinct patent families). Define the average growth rate over a contiguous interval I = [t_a, t_b] as s(I) = (y_b - y_a) / (t_b - t_a). The pattern P holds when there exists a pivot year τ (t_a < τ < t_b) such that: 1. The series can be partitioned into a pre‑pivot interval I_pre = [t_start, τ] and a post‑pivot interval I_post = [τ, t_end]. 2. Both intervals exhibit a monotonic trend (s(I_pre) > 0 and s(I_post) ≠ 0). 3. The absolute change in average growth rate Δs = |s(I_post) – s(I_pre)| exceeds a non‑trivial proportion of the pre‑pivot rate (e.g., Δs ≥ 0.2·|s(I_pre)|). 4. The sign of s(I_post) may be: • Positive but larger than s(I_pre) (acceleration / “growth has sped up”). • Positive but smaller than s(I_pre) (deceleration / “growth has slowed”). • Negative (peak followed by decline). In words, P.M captures t...","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
5,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold2,"The series of yearly counts exhibits a clear change‑point: before a certain year the counts grow (or decline) at one rate, and after that year the growth rate changes markedly—either accelerating, decelerating, or reversing—signaling a shift in the underlying trend.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold3,"Let f(t) be a yearly count (e.g., distinct patent families) defined on an integer‑valued time axis t (years). The pattern P holds when there exists a pivot year t₀ and a subsequent interval I = [t₀, t₁] of length at least k years (k ≥ 3 in the observed examples) such that: 1. **Growth‑rate condition** – The average relative growth rate over I exceeds a substantive threshold G (observed ≈ 0.30–0.45): \[ \frac{1}{|I|}\sum_{t\in I}\frac{f(t)-f(t-1)}{f(t-1)} \;\ge\; G \] 2. **Trend‑change condition** – The growth‑rate before t₀ is materially lower than after t₀. Formally, for a pre‑interval J = [t₀‑m, t₀‑1] (with m ≥ k), \[ \frac{1}{|J|}\sum_{t\in J}\frac{f(t)-f(t-1)}{f(t-1)} \;<\; G_{pre} \] where G_{pre} is a modest rate (e.g., < 0.10) observed in the examples. 3. **Optional dominance‑shift clause** – When two series f₁(t) and f₂(t) are compared, the pattern also applies if f₁ exhibits a...","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold3,"A pronounced acceleration in yearly patent‑family counts begins at a pivot year and is sustained for several (≥ 3) years with a high average annual growth (≈ 45 %). The acceleration follows a period of slower growth or a peak, and may be accompanied by a decline in a competing series, often coinciding with a technological breakthrough.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold3,"A temporal growth pattern of patent‑family counts f(t) (t = year) that exhibits two distinct phases: (1) an initial phase of rapid increase over a contiguous interval [t₀, t*] where the average annual growth rate \(\bar g = \frac{1}{t* - t₀}\sum_{t=t₀+1}^{t*}\frac{f(t)-f(t-1)}{f(t-1)}\) is approximately 0.45 (≈45 %) and each yearly growth rate g(t) > g_thr (e.g., > 0.30); and (2) a subsequent phase for t > t* where the growth rate sharply declines, i.e., g(t) ≤ g_thr' (e.g., ≤ 0.10) or becomes negative, indicating a slowdown, plateau, or decline after a peak year t*. The pattern is recognized when both phases are present in the same series.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
5,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold3,"A two‑stage temporal pattern in patent‑family counts: an initial phase of rapid, high‑growth (≈45 % average annual increase, with yearly growth >30 %) that lasts for several consecutive years, followed by a later phase after a peak year where growth sharply slows, plateaus, or declines (growth ≤10 % or negative).","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,gpt-oss-medium,C,E3-M,P1,exp3-P1-fold3,"Let f(t) be the count of patent families in year t (t ∈ ℤ, t ≥ t₀). Define the year‑over‑year growth rate r(t) = (f(t) – f(t‑1)) / f(t‑1). A pattern instance satisfies M if there exists a change‑point year τ such that: 1. **Pre‑change high‑growth phase** – Over a contiguous window W₁ = {τ‑k, …, τ‑1} of length k ≥ 3, the average growth rate ȓ₁ = (1/k) Σ_{t∈W₁} r(t) exceeds a high‑growth threshold θ (θ ≈ 0.40, i.e., ~40 % per year). This captures a sustained rapid increase (e.g., the ~45 % AAGR reported in the examples). 2. **Post‑change slowdown/decline phase** – Over a following window W₂ = {τ, …, τ+m} of length m ≥ 2, the average growth rate ȓ₂ = (1/m) Σ_{t∈W₂} r(t) is ≤ ε, where ε is a low‑growth threshold (ε ≈ 0, allowing slight positive growth but indicating stagnation or negative growth). This captures a marked deceleration, plateau, or decline after the peak. 3. (Optional comparat...","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-oss-medium,C,E3-T,P1,exp3-P1-fold3,"A time series of patent‑family counts exhibits a sustained high‑growth phase (average annual growth ≈ 40‑50 % over at least three consecutive years) that is followed by a clear slowdown, plateau, or decline in the subsequent years. When multiple series are presented, at least one series shows the high‑growth phase while another shows the post‑peak low‑growth or negative‑growth phase within the same overall period.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
4,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"In contrast, patenting activity in hydrogen fuel cells for heavy-duty road transport has been more dynamic, with the number of patent families increasing threefold over the last 10 years (from 339 in 2015 to 1,065 in 2024). Meanwhile, patenting activity in alternative fuels for heavy-duty road transport remained low over the entire period and even declined in 2024 (to just 173 patent families).","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
2,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"Looking at recent dynamics, Volvo, ZF, Geely, BYD, Kia, State Grid, and General Motors stand out, with high patent growth rates since 2019, whereas patenting activity at Michelin has declined noticeably over the same period.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
2,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"Electric truck sales in the country grew by 188% in the first half of 2025, far outpacing the European average of 46%.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
2,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"Looking at recent dynamics, Volvo, ZF, Geely, BYD, Kia, State Grid, and General Motors stand out, with high patent growth rates since 2019, whereas patenting activity at Michelin has declined noticeably over the same period.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
2,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"Goodyear, General Motors, BYD and Toyo Tire have also increased their patenting activity dynamically since 2019, while the patenting activity of some companies, such as Yokohama Rubber, Honda and Michelin, has declined noticeably.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
3,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"Sweden has achieved the highest patent growth rate in the area of green heavy-duty road transport digitalization over the past five years, at a compound rate of 27% per annum (Figure 6.4). India, Israel, the Netherlands and China have also demonstrated notable double-digit growth. In contrast, patenting activity has stagnated in the United States since 2019 and declined in Germany, the United Kingdom, France and Austria.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
2,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"Volvo, ZF, Geely, BYD, Kia, State Grid, and General Motors stand out, with high patent growth rates since 2019, whereas patenting activity at Michelin has declined noticeably over the same period.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
0,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"However, China’s patent growth has slowed in recent years, leading to an annual growth rate of 14% between 2019 and 2024. Consequently, since 2019, India, Sweden, Canada and France have surpassed China’s patent growth rates, albeit from a much lower starting point.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
0,gpt-oss-medium,C,E1,P2,exp1-P2-decarbonizing,"Sweden has achieved the highest patent growth rate in the area of green heavy-duty road transport digitalization over the past five years, at a compound rate of 27% per annum (Figure 6.4). In contrast, patenting activity has stagnated in the United States since 2019 and declined in Germany, the United Kingdom, France and Austria.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
5,gpt-oss-medium,C,E1,P2,exp1-P2-genAI,"In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
